strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes
SOM116,2018-11-21T00:00:00Z,"Vicinity of Haradere, Galmudug",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
YEM321,2018-11-25T00:00:00Z,al Qrishia,Yemen,Bayda,5,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM117,2018-11-27T00:00:00Z,"Vicinity of Quy Cad, Near Debatscile, Mudug region",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM118,2018-11-30T00:00:00Z,Near Lebede,Somalia,NA,9,9,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM119,2018-12-04T00:00:00Z,"Vicinity of Awdheegle, Lower Shabelle",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM120,2018-12-08T00:00:00Z,Vicinity of Basra,Somalia,NA,4,4,0,1,0,0,0,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM121,2018-12-15T00:00:00Z,Vicinity of Gandarshe,Somalia,NA,34,34,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,4,4
SOM122,2018-12-16T00:00:00Z,Vicinity of Gandarshe,Somalia,NA,28,28,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM123,2018-12-19T00:00:00Z,Vicinity of Beled Amin South​,Somalia,NA,11,11,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
YEM322,2019-01-01T00:00:00Z,Unknown,Yemen,Marib,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM124,2019-01-02T00:00:00Z,"Vicinity of Dheerow Sanle, Lower Shabelle",Somalia,NA,10,10,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM125,2019-01-06T00:00:00Z,"Vicinity of Dheerow Sanle, Lower Shabelle",Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM126,2019-01-07T00:00:00Z,"Vicinity of Baqdaad, Lower Juba region​",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM127,2019-01-08T00:00:00Z,"Vicinity of Yaaq Braawe, Bay Region​",Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM128,2019-01-19T00:00:00Z,"Near Jilib, Middle Juba region",Somalia,NA,52,52,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM129,2019-01-23T00:00:00Z,"Near Jilib, Middle Juba region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM130,2019-01-30T00:00:00Z,"Vicinity of Shebeeley, Hiran Region",Somalia,NA,24,24,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM131,2019-02-01T00:00:00Z,"Vicinity of Gandarshe, Lower Shabelle Region",Somalia,NA,13,13,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM132,2019-02-03T00:00:00Z,"Vicinity of Gandarshe, Lower Shabelle Region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM133,2019-02-05T00:00:00Z,"Vicinity of Leego, Bay Region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM134,2019-02-06T00:00:00Z,"Gandarshe, Lower Shabelle",Somalia,NA,11,11,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM135,2019-02-07T00:00:00Z,"Bariire, Lower Shabelle region",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM136,2019-02-08T00:00:00Z,Kobon,Somalia,NA,8,8,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM137,2019-02-11T00:00:00Z,"Janaale, Lower Shabelle",Somalia,NA,12,13,0,13,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM138,2019-02-23T00:00:00Z,"Kunyow Barrow, 250km southwest of Mogadishu",Somalia,NA,2,4,0,3,0,1,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM139,2019-02-23T00:00:00Z,"Vicinity of Awdeegle, 50 km west of Mogadishu",Somalia,NA,0,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM140,2019-02-23T00:00:00Z,"Vicinity of Janaale, 75 km southwest of Mogadishu",Somalia,NA,0,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM141,2019-02-24T00:00:00Z,"Rural location, 23 miles east of Beledweyne, Hiran Region",Somalia,NA,35,35,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM142,2019-02-25T00:00:00Z,"Vicinity of Shebeeley, Hiran Region, Somalia",Somalia,NA,20,20,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM143,2019-02-28T00:00:00Z,Vicinity of Hiran,Somalia,NA,26,26,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM144,2019-03-11T00:00:00Z,"Vicinity of Dara Salaam, Lower Shabelle Region",Somalia,NA,8,8,0,7,0,0,0,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM145,2019-03-12T00:00:00Z,"Vicinity of Huley, Lower Shabelle region.",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM146,2019-03-13T00:00:00Z,"Vicinity of Malayle, Lower Juba region",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM147,2019-03-18T00:00:00Z,"Awdheegle, lower Shabelle region",Somalia,NA,3,7,0,4,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
YEM323,2019-03-31T00:00:00Z,Unknown,Yemen,Bayda,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,6,6
SOM148,2019-04-09T00:00:00Z,"Jilib, Middle Juba Region",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM149,2019-04-11T00:00:00Z,"Garowle, Lower Shabelle region",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM150,2019-04-14T00:00:00Z,"Vicinity of Xiriiro, Bari region",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM151,2019-04-19T00:00:00Z,"Vicinity of Jamaame, Lower Juba Region",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM152,2019-04-26T00:00:00Z,Golis Mountains,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM153,2019-05-05T00:00:00Z,Vicinity of Tortoroow,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM154,2019-05-08T00:00:00Z,Golis Mountains,Somalia,NA,13,13,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM155,2019-05-09T00:00:00Z,Golis Mountains,Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM156,2019-05-22T00:00:00Z,Golis Mountains,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM157,2019-05-22T00:00:00Z,"Baled Amin, lower Shabelle",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM158,2019-05-24T00:00:00Z,Golis Mountains,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM159,2019-05-26T00:00:00Z,Golis Mountains,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM160,2019-06-04T00:00:00Z,Golis Mountains,Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM161,2019-06-05T00:00:00Z,Vicinity of Tortoroow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM162,2019-06-16T00:00:00Z,Vicinity of Jilib,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM163,2019-06-24T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
YEM324,2019-06-24T00:00:00Z,Dhi Naim,Yemen,Badya,0,5,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM164,2019-06-25T00:00:00Z,Vicinity of Kunyo Barrow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM165,2019-07-27T00:00:00Z,Golis Mountains,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM166,2019-08-20T00:00:00Z,Vicinity of Kunyo Barrow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM167,2019-09-03T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM168,2019-09-17T00:00:00Z,"Northwest of Kismayo, lower Juba province",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM168a,2019-09-24T00:00:00Z,"near Ugungi, Lower Shabelle",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM169,2019-09-30T00:00:00Z,"Baledogle Military Airfield (BMA) complex, Baledogle",Somalia,NA,10,10,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM170,2019-09-30T00:00:00Z,Near Kunyo Barrow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM171,2019-10-25T00:00:00Z,"Ameyra village, Golis Mountains",Somalia,NA,3,3,0,2,0,0,0,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM172,2019-11-12T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM173,2019-11-19T00:00:00Z,near Qunyo Barrow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM174,2019-11-30T00:00:00Z,Vicinity of Jilib,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM175,2019-12-09T00:00:00Z,Vicinity of Saakow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM176,2019-12-16T00:00:00Z,Vicinity of Dujuuma,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM177,2019-12-29T00:00:00Z,Qunyo Barrow,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM178,2019-12-29T00:00:00Z,Caliyoow Barrow,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM179,2020-01-03T00:00:00Z,Bacaw,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM180,2020-01-16T00:00:00Z,Vicinity of Qunyo Barrow,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM181,2020-01-19T00:00:00Z,Near Bangeeni,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM182,2020-01-26T00:00:00Z,Near Jamaame,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM183,2020-01-27T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,1,0,1,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM184,2020-01-29T00:00:00Z,Vicinity of Jilib,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM185,2020-02-02T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,2,0,1,0,0,0,2,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM186,2020-02-04T00:00:00Z,Vicinity of Beer Xaani,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM187,2020-02-06T00:00:00Z,Vicinity of Jilib,Somalia,NA,0,0,0,0,0,0,2,2,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2
SOM188,2020-02-17T00:00:00Z,Vicinity of Jilib,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM189,2020-02-19T00:00:00Z,Vicinity of Wadajir,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
